Day,Month,Year,S&P500,Open,High,Low,Change %
20,9,2004,1657.88,"1,657.88","1,657.88","1,657.88",-0.56%
21,9,2004,1668.39,"1,668.39","1,668.39","1,668.39",0.63%
22,9,2004,1645.17,"1,645.17","1,645.17","1,645.17",-1.39%
23,9,2004,1637.82,"1,637.82","1,637.82","1,637.82",-0.45%
24,9,2004,1640.4,"1,640.40","1,640.40","1,640.40",0.16%
27,9,2004,1630.67,"1,630.67","1,630.67","1,630.67",-0.59%
28,9,2004,1640.62,"1,640.62","1,640.62","1,640.62",0.61%
29,9,2004,1647.79,"1,647.79","1,647.79","1,647.79",0.44%
30,9,2004,1647.48,"1,647.48","1,647.48","1,647.48",-0.02%
1,10,2004,1672.49,"1,672.49","1,672.49","1,672.49",1.52%
4,10,2004,1678.1,"1,678.10","1,678.10","1,678.10",0.34%
5,10,2004,1677.09,"1,677.09","1,677.09","1,677.09",-0.06%
6,10,2004,1688.83,"1,688.83","1,688.83","1,688.83",0.70%
7,10,2004,1672.08,"1,672.08","1,672.08","1,672.08",-0.99%
8,10,2004,1659.51,"1,659.51","1,659.51","1,659.51",-0.75%
11,10,2004,1662.84,"1,662.84","1,662.84","1,662.84",0.20%
12,10,2004,1659.07,"1,659.07","1,659.07","1,659.07",-0.23%
13,10,2004,1647.13,"1,647.13","1,647.13","1,647.13",-0.72%
14,10,2004,1631.81,"1,631.81","1,631.81","1,631.81",-0.93%
15,10,2004,1639.08,"1,639.08","1,639.08","1,639.08",0.45%
18,10,2004,1647.69,"1,647.69","1,647.69","1,647.69",0.53%
19,10,2004,1631.74,"1,631.74","1,631.74","1,631.74",-0.97%
20,10,2004,1632.49,"1,632.49","1,632.49","1,632.49",0.05%
21,10,2004,1636.76,"1,636.76","1,636.76","1,636.76",0.26%
22,10,2004,1620.85,"1,620.85","1,620.85","1,620.85",-0.97%
25,10,2004,1619.48,"1,619.48","1,619.48","1,619.48",-0.08%
26,10,2004,1643.57,"1,643.57","1,643.57","1,643.57",1.49%
27,10,2004,1665.01,"1,665.01","1,665.01","1,665.01",1.30%
28,10,2004,1668.55,"1,668.55","1,668.55","1,668.55",0.21%
29,10,2004,1672.65,"1,672.65","1,672.65","1,672.65",0.25%
1,11,2004,1673.1,"1,673.10","1,673.10","1,673.10",0.03%
2,11,2004,1673.16,"1,673.16","1,673.16","1,673.16",0.00%
3,11,2004,1692.22,"1,692.22","1,692.22","1,692.22",1.14%
4,11,2004,1719.64,"1,719.64","1,719.64","1,719.64",1.62%
5,11,2004,1726.34,"1,726.34","1,726.34","1,726.34",0.39%
8,11,2004,1724.59,"1,724.59","1,724.59","1,724.59",-0.10%
9,11,2004,1724.08,"1,724.08","1,724.08","1,724.08",-0.03%
10,11,2004,1722.67,"1,722.67","1,722.67","1,722.67",-0.08%
11,11,2004,1738.32,"1,738.32","1,738.32","1,738.32",0.91%
12,11,2004,1754.33,"1,754.33","1,754.33","1,754.33",0.92%
15,11,2004,1753.99,"1,753.99","1,753.99","1,753.99",-0.02%
16,11,2004,1741.72,"1,741.72","1,741.72","1,741.72",-0.70%
17,11,2004,1751.57,"1,751.57","1,751.57","1,751.57",0.57%
18,11,2004,1753.97,"1,753.97","1,753.97","1,753.97",0.14%
19,11,2004,1734.45,"1,734.45","1,734.45","1,734.45",-1.11%
22,11,2004,1744.71,"1,744.71","1,744.71","1,744.71",0.59%
23,11,2004,1744.31,"1,744.31","1,744.31","1,744.31",-0.02%
24,11,2004,1751.55,"1,751.55","1,751.55","1,751.55",0.42%
26,11,2004,1753.09,"1,753.09","1,753.09","1,753.09",0.09%
29,11,2004,1747.34,"1,747.34","1,747.34","1,747.34",-0.33%
30,11,2004,1740.33,"1,740.33","1,740.33","1,740.33",-0.40%
1,12,2004,1766.9,"1,766.90","1,766.90","1,766.90",1.53%
2,12,2004,1765.37,"1,765.37","1,765.37","1,765.37",-0.09%
3,12,2004,1766.63,"1,766.63","1,766.63","1,766.63",0.07%
6,12,2004,1765.33,"1,765.33","1,765.33","1,765.33",-0.07%
7,12,2004,1745.83,"1,745.83","1,745.83","1,745.83",-1.10%
8,12,2004,1754.75,"1,754.75","1,754.75","1,754.75",0.51%
9,12,2004,1764.35,"1,764.35","1,764.35","1,764.35",0.55%
10,12,2004,1762.51,"1,762.51","1,762.51","1,762.51",-0.10%
13,12,2004,1778.54,"1,778.54","1,778.54","1,778.54",0.91%
14,12,2004,1785.51,"1,785.51","1,785.51","1,785.51",0.39%
15,12,2004,1789.14,"1,789.14","1,789.14","1,789.14",0.20%
16,12,2004,1785.51,"1,785.51","1,785.51","1,785.51",-0.20%
17,12,2004,1772.19,"1,772.19","1,772.19","1,772.19",-0.75%
20,12,2004,1772.87,"1,772.87","1,772.87","1,772.87",0.04%
21,12,2004,1788.93,"1,788.93","1,788.93","1,788.93",0.91%
22,12,2004,1795.66,"1,795.66","1,795.66","1,795.66",0.38%
23,12,2004,1796.49,"1,796.49","1,796.49","1,796.49",0.05%
27,12,2004,1788.76,"1,788.76","1,788.76","1,788.76",-0.43%
28,12,2004,1801.58,"1,801.58","1,801.58","1,801.58",0.72%
29,12,2004,1801.71,"1,801.71","1,801.71","1,801.71",0.01%
30,12,2004,1801.98,"1,801.98","1,801.98","1,801.98",0.01%
31,12,2004,1799.55,"1,799.55","1,799.55","1,799.55",-0.13%
3,1,2005,1784.96,"1,784.96","1,784.96","1,784.96",-0.81%
4,1,2005,1764.3,"1,764.30","1,764.30","1,764.30",-1.16%
5,1,2005,1758.07,"1,758.07","1,758.07","1,758.07",-0.35%
6,1,2005,1764.63,"1,764.63","1,764.63","1,764.63",0.37%
7,1,2005,1762.12,"1,762.12","1,762.12","1,762.12",-0.14%
10,1,2005,1768.17,"1,768.17","1,768.17","1,768.17",0.34%
11,1,2005,1757.51,"1,757.51","1,757.51","1,757.51",-0.60%
12,1,2005,1764.72,"1,764.72","1,764.72","1,764.72",0.41%
13,1,2005,1749.48,"1,749.48","1,749.48","1,749.48",-0.86%
14,1,2005,1759.98,"1,759.98","1,759.98","1,759.98",0.60%
18,1,2005,1777.03,"1,777.03","1,777.03","1,777.03",0.97%
19,1,2005,1760.28,"1,760.28","1,760.28","1,760.28",-0.94%
20,1,2005,1746.61,"1,746.61","1,746.61","1,746.61",-0.78%
21,1,2005,1735.42,"1,735.42","1,735.42","1,735.42",-0.64%
24,1,2005,1729.33,"1,729.33","1,729.33","1,729.33",-0.35%
25,1,2005,1736.25,"1,736.25","1,736.25","1,736.25",0.40%
26,1,2005,1744.72,"1,744.72","1,744.72","1,744.72",0.49%
27,1,2005,1745.58,"1,745.58","1,745.58","1,745.58",0.05%
28,1,2005,1740.96,"1,740.96","1,740.96","1,740.96",-0.26%
31,1,2005,1755.68,"1,755.68","1,755.68","1,755.68",0.85%
1,2,2005,1767.79,"1,767.79","1,767.79","1,767.79",0.69%
2,2,2005,1773.63,"1,773.63","1,773.63","1,773.63",0.33%
3,2,2005,1769.26,"1,769.26","1,769.26","1,769.26",-0.25%
4,2,2005,1788.82,"1,788.82","1,788.82","1,788.82",1.11%
7,2,2005,1786.92,"1,786.92","1,786.92","1,786.92",-0.11%
8,2,2005,1788.16,"1,788.16","1,788.16","1,788.16",0.07%
9,2,2005,1773.28,"1,773.28","1,773.28","1,773.28",-0.83%
10,2,2005,1780.8,"1,780.80","1,780.80","1,780.80",0.42%
11,2,2005,1793.54,"1,793.54","1,793.54","1,793.54",0.72%
14,2,2005,1794.98,"1,794.98","1,794.98","1,794.98",0.08%
15,2,2005,1801.06,"1,801.06","1,801.06","1,801.06",0.34%
16,2,2005,1801.59,"1,801.59","1,801.59","1,801.59",0.03%
17,2,2005,1787.41,"1,787.41","1,787.41","1,787.41",-0.79%
18,2,2005,1788.65,"1,788.65","1,788.65","1,788.65",0.07%
22,2,2005,1762.76,"1,762.76","1,762.76","1,762.76",-1.45%
23,2,2005,1772.76,"1,772.76","1,772.76","1,772.76",0.57%
24,2,2005,1787.34,"1,787.34","1,787.34","1,787.34",0.82%
25,2,2005,1804.17,"1,804.17","1,804.17","1,804.17",0.94%
28,2,2005,1792.63,"1,792.63","1,792.63","1,792.63",-0.64%
1,3,2005,1802.79,"1,802.79","1,802.79","1,802.79",0.57%
2,3,2005,1802.92,"1,802.92","1,802.92","1,802.92",0.01%
3,3,2005,1803.51,"1,803.51","1,803.51","1,803.51",0.03%
4,3,2005,1820.88,"1,820.88","1,820.88","1,820.88",0.96%
7,3,2005,1825.7,"1,825.70","1,825.70","1,825.70",0.26%
8,3,2005,1817.12,"1,817.12","1,817.12","1,817.12",-0.47%
9,3,2005,1798.79,"1,798.79","1,798.79","1,798.79",-1.01%
10,3,2005,1802.2,"1,802.20","1,802.20","1,802.20",0.19%
11,3,2005,1789.01,"1,789.01","1,789.01","1,789.01",-0.73%
14,3,2005,1799.14,"1,799.14","1,799.14","1,799.14",0.57%
15,3,2005,1785.61,"1,785.61","1,785.61","1,785.61",-0.75%
16,3,2005,1771.35,"1,771.35","1,771.35","1,771.35",-0.80%
17,3,2005,1774.55,"1,774.55","1,774.55","1,774.55",0.18%
18,3,2005,1773.72,"1,773.72","1,773.72","1,773.72",-0.05%
21,3,2005,1764.98,"1,764.98","1,764.98","1,764.98",-0.49%
22,3,2005,1747.03,"1,747.03","1,747.03","1,747.03",-1.02%
23,3,2005,1748.28,"1,748.28","1,748.28","1,748.28",0.07%
24,3,2005,1746.62,"1,746.62","1,746.62","1,746.62",-0.09%
28,3,2005,1750.88,"1,750.88","1,750.88","1,750.88",0.24%
29,3,2005,1737.94,"1,737.94","1,737.94","1,737.94",-0.74%
30,3,2005,1762.09,"1,762.09","1,762.09","1,762.09",1.39%
31,3,2005,1760.89,"1,760.89","1,760.89","1,760.89",-0.07%
1,4,2005,1749.45,"1,749.45","1,749.45","1,749.45",-0.65%
4,4,2005,1754.43,"1,754.43","1,754.43","1,754.43",0.28%
5,4,2005,1762.32,"1,762.32","1,762.32","1,762.32",0.45%
6,4,2005,1766.69,"1,766.69","1,766.69","1,766.69",0.25%
7,4,2005,1777.35,"1,777.35","1,777.35","1,777.35",0.60%
8,4,2005,1762.52,"1,762.52","1,762.52","1,762.52",-0.83%
11,4,2005,1762.56,"1,762.56","1,762.56","1,762.56",0.00%
12,4,2005,1772.43,"1,772.43","1,772.43","1,772.43",0.56%
13,4,2005,1751.77,"1,751.77","1,751.77","1,751.77",-1.17%
14,4,2005,1734.25,"1,734.25","1,734.25","1,734.25",-1.00%
15,4,2005,1705.26,"1,705.26","1,705.26","1,705.26",-1.67%
18,4,2005,1710.27,"1,710.27","1,710.27","1,710.27",0.29%
19,4,2005,1720.43,"1,720.43","1,720.43","1,720.43",0.59%
20,4,2005,1697.74,"1,697.74","1,697.74","1,697.74",-1.32%
21,4,2005,1731.27,"1,731.27","1,731.27","1,731.27",1.97%
22,4,2005,1719.66,"1,719.66","1,719.66","1,719.66",-0.67%
25,4,2005,1734.56,"1,734.56","1,734.56","1,734.56",0.87%
26,4,2005,1719.09,"1,719.09","1,719.09","1,719.09",-0.89%
27,4,2005,1726.21,"1,726.21","1,726.21","1,726.21",0.41%
28,4,2005,1707.13,"1,707.13","1,707.13","1,707.13",-1.11%
29,4,2005,1727.49,"1,727.49","1,727.49","1,727.49",1.19%
2,5,2005,1735.43,"1,735.43","1,735.43","1,735.43",0.46%
3,5,2005,1733.95,"1,733.95","1,733.95","1,733.95",-0.09%
4,5,2005,1755.92,"1,755.92","1,755.92","1,755.92",1.27%
5,5,2005,1751.47,"1,751.47","1,751.47","1,751.47",-0.25%
6,5,2005,1749.65,"1,749.65","1,749.65","1,749.65",-0.10%
9,5,2005,1760.87,"1,760.87","1,760.87","1,760.87",0.64%
10,5,2005,1742.06,"1,742.06","1,742.06","1,742.06",-1.07%
11,5,2005,1750.26,"1,750.26","1,750.26","1,750.26",0.47%
12,5,2005,1732.89,"1,732.89","1,732.89","1,732.89",-0.99%
13,5,2005,1725.15,"1,725.15","1,725.15","1,725.15",-0.45%
16,5,2005,1742.74,"1,742.74","1,742.74","1,742.74",1.02%
17,5,2005,1755.1,"1,755.10","1,755.10","1,755.10",0.71%
18,5,2005,1773.01,"1,773.01","1,773.01","1,773.01",1.02%
19,5,2005,1781.28,"1,781.28","1,781.28","1,781.28",0.47%
20,5,2005,1778.59,"1,778.59","1,778.59","1,778.59",-0.15%
23,5,2005,1785.46,"1,785.46","1,785.46","1,785.46",0.39%
24,5,2005,1785.8,"1,785.80","1,785.80","1,785.80",0.02%
25,5,2005,1779.81,"1,779.81","1,779.81","1,779.81",-0.34%
26,5,2005,1791.41,"1,791.41","1,791.41","1,791.41",0.65%
27,5,2005,1793.34,"1,793.34","1,793.34","1,793.34",0.11%
31,5,2005,1782.46,"1,782.46","1,782.46","1,782.46",-0.61%
1,6,2005,1799.15,"1,799.15","1,799.15","1,799.15",0.94%
2,6,2005,1802.19,"1,802.19","1,802.19","1,802.19",0.17%
3,6,2005,1789.83,"1,789.83","1,789.83","1,789.83",-0.69%
6,6,2005,1792.14,"1,792.14","1,792.14","1,792.14",0.13%
7,6,2005,1791.89,"1,791.89","1,791.89","1,791.89",-0.01%
8,6,2005,1788.3,"1,788.30","1,788.30","1,788.30",-0.20%
9,6,2005,1797.72,"1,797.72","1,797.72","1,797.72",0.53%
10,6,2005,1793.51,"1,793.51","1,793.51","1,793.51",-0.23%
13,6,2005,1798.07,"1,798.07","1,798.07","1,798.07",0.25%
14,6,2005,1802.73,"1,802.73","1,802.73","1,802.73",0.26%
15,6,2005,1806.78,"1,806.78","1,806.78","1,806.78",0.22%
16,6,2005,1813.35,"1,813.35","1,813.35","1,813.35",0.36%
17,6,2005,1822.35,"1,822.35","1,822.35","1,822.35",0.50%
20,6,2005,1821.06,"1,821.06","1,821.06","1,821.06",-0.07%
21,6,2005,1817.36,"1,817.36","1,817.36","1,817.36",-0.20%
22,6,2005,1817.8,"1,817.80","1,817.80","1,817.80",0.02%
23,6,2005,1798.49,"1,798.49","1,798.49","1,798.49",-1.06%
24,6,2005,1784.77,"1,784.77","1,784.77","1,784.77",-0.76%
27,6,2005,1783.45,"1,783.45","1,783.45","1,783.45",-0.07%
28,6,2005,1800.07,"1,800.07","1,800.07","1,800.07",0.93%
29,6,2005,1797.73,"1,797.73","1,797.73","1,797.73",-0.13%
30,6,2005,1784.99,"1,784.99","1,784.99","1,784.99",-0.71%
1,7,2005,1789.85,"1,789.85","1,789.85","1,789.85",0.27%
5,7,2005,1805.68,"1,805.68","1,805.68","1,805.68",0.88%
6,7,2005,1791.05,"1,791.05","1,791.05","1,791.05",-0.81%
7,7,2005,1795.55,"1,795.55","1,795.55","1,795.55",0.25%
8,7,2005,1816.52,"1,816.52","1,816.52","1,816.52",1.17%
11,7,2005,1827.91,"1,827.91","1,827.91","1,827.91",0.63%
12,7,2005,1832.15,"1,832.15","1,832.15","1,832.15",0.23%
13,7,2005,1833.98,"1,833.98","1,833.98","1,833.98",0.10%
14,7,2005,1838.8,"1,838.80","1,838.80","1,838.80",0.26%
15,7,2005,1840.93,"1,840.93","1,840.93","1,840.93",0.12%
18,7,2005,1830.75,"1,830.75","1,830.75","1,830.75",-0.55%
19,7,2005,1843.07,"1,843.07","1,843.07","1,843.07",0.67%
20,7,2005,1852.02,"1,852.02","1,852.02","1,852.02",0.49%
21,7,2005,1839.8,"1,839.80","1,839.80","1,839.80",-0.66%
22,7,2005,1849.81,"1,849.81","1,849.81","1,849.81",0.54%
25,7,2005,1842.84,"1,842.84","1,842.84","1,842.84",-0.38%
26,7,2005,1846.04,"1,846.04","1,846.04","1,846.04",0.17%
27,7,2005,1854.72,"1,854.72","1,854.72","1,854.72",0.47%
28,7,2005,1865.64,"1,865.64","1,865.64","1,865.64",0.59%
29,7,2005,1851.37,"1,851.37","1,851.37","1,851.37",-0.76%
1,8,2005,1853.13,"1,853.13","1,853.13","1,853.13",0.10%
2,8,2005,1866.28,"1,866.28","1,866.28","1,866.28",0.71%
3,8,2005,1868.06,"1,868.06","1,868.06","1,868.06",0.10%
4,8,2005,1854.3,"1,854.30","1,854.30","1,854.30",-0.74%
5,8,2005,1840.19,"1,840.19","1,840.19","1,840.19",-0.76%
8,8,2005,1835.37,"1,835.37","1,835.37","1,835.37",-0.26%
9,8,2005,1847.76,"1,847.76","1,847.76","1,847.76",0.67%
10,8,2005,1845.16,"1,845.16","1,845.16","1,845.16",-0.14%
11,8,2005,1858.43,"1,858.43","1,858.43","1,858.43",0.72%
12,8,2005,1847.31,"1,847.31","1,847.31","1,847.31",-0.60%
15,8,2005,1852.78,"1,852.78","1,852.78","1,852.78",0.30%
16,8,2005,1830.98,"1,830.98","1,830.98","1,830.98",-1.18%
17,8,2005,1832.82,"1,832.82","1,832.82","1,832.82",0.10%
18,8,2005,1831.09,"1,831.09","1,831.09","1,831.09",-0.09%
19,8,2005,1832.29,"1,832.29","1,832.29","1,832.29",0.07%
22,8,2005,1835.32,"1,835.32","1,835.32","1,835.32",0.17%
23,8,2005,1829.11,"1,829.11","1,829.11","1,829.11",-0.34%
24,8,2005,1817.22,"1,817.22","1,817.22","1,817.22",-0.65%
25,8,2005,1821.45,"1,821.45","1,821.45","1,821.45",0.23%
26,8,2005,1810.52,"1,810.52","1,810.52","1,810.52",-0.60%
29,8,2005,1821.56,"1,821.56","1,821.56","1,821.56",0.61%
30,8,2005,1815.97,"1,815.97","1,815.97","1,815.97",-0.31%
31,8,2005,1834.48,"1,834.48","1,834.48","1,834.48",1.02%
1,9,2005,1836.37,"1,836.37","1,836.37","1,836.37",0.10%
2,9,2005,1831.06,"1,831.06","1,831.06","1,831.06",-0.29%
6,9,2005,1854.23,"1,854.23","1,854.23","1,854.23",1.27%
7,9,2005,1859,"1,859.00","1,859.00","1,859.00",0.26%
8,9,2005,1852,"1,852.00","1,852.00","1,852.00",-0.38%
9,9,2005,1866.74,"1,866.74","1,866.74","1,866.74",0.80%
12,9,2005,1865.45,"1,865.45","1,865.45","1,865.45",-0.07%
13,9,2005,1851.87,"1,851.87","1,851.87","1,851.87",-0.73%
14,9,2005,1845.84,"1,845.84","1,845.84","1,845.84",-0.33%
15,9,2005,1846.76,"1,846.76","1,846.76","1,846.76",0.05%
16,9,2005,1862.11,"1,862.11","1,862.11","1,862.11",0.83%
19,9,2005,1851.74,"1,851.74","1,851.74","1,851.74",-0.56%
20,9,2005,1837.2,"1,837.20","1,837.20","1,837.20",-0.79%
21,9,2005,1820.49,"1,820.49","1,820.49","1,820.49",-0.91%
22,9,2005,1827.54,"1,827.54","1,827.54","1,827.54",0.39%
23,9,2005,1828.54,"1,828.54","1,828.54","1,828.54",0.06%
26,9,2005,1829.05,"1,829.05","1,829.05","1,829.05",0.03%
27,9,2005,1829.13,"1,829.13","1,829.13","1,829.13",0.00%
28,9,2005,1831.32,"1,831.32","1,831.32","1,831.32",0.12%
29,9,2005,1847.62,"1,847.62","1,847.62","1,847.62",0.89%
30,9,2005,1849.33,"1,849.33","1,849.33","1,849.33",0.09%
3,10,2005,1846.17,"1,846.17","1,846.17","1,846.17",-0.17%
4,10,2005,1827.96,"1,827.96","1,827.96","1,827.96",-0.99%
5,10,2005,1801.4,"1,801.40","1,801.40","1,801.40",-1.45%
6,10,2005,1794.04,"1,794.04","1,794.04","1,794.04",-0.41%
7,10,2005,1800.71,"1,800.71","1,800.71","1,800.71",0.37%
10,10,2005,1787.8,"1,787.80","1,787.80","1,787.80",-0.72%
11,10,2005,1784.22,"1,784.22","1,784.22","1,784.22",-0.20%
12,10,2005,1773.6,"1,773.60","1,773.60","1,773.60",-0.60%
13,10,2005,1772.36,"1,772.36","1,772.36","1,772.36",-0.07%
14,10,2005,1787.01,"1,787.01","1,787.01","1,787.01",0.83%
17,10,2005,1792.33,"1,792.33","1,792.33","1,792.33",0.30%
18,10,2005,1774.32,"1,774.32","1,774.32","1,774.32",-1.00%
19,10,2005,1801.01,"1,801.01","1,801.01","1,801.01",1.50%
20,10,2005,1774.02,"1,774.02","1,774.02","1,774.02",-1.50%
21,10,2005,1776.73,"1,776.73","1,776.73","1,776.73",0.15%
24,10,2005,1806.59,"1,806.59","1,806.59","1,806.59",1.68%
25,10,2005,1802.3,"1,802.30","1,802.30","1,802.30",-0.24%
26,10,2005,1794.56,"1,794.56","1,794.56","1,794.56",-0.43%
27,10,2005,1776,"1,776.00","1,776.00","1,776.00",-1.03%
28,10,2005,1805.56,"1,805.56","1,805.56","1,805.56",1.66%
31,10,2005,1818.5,"1,818.50","1,818.50","1,818.50",0.72%
1,11,2005,1812.11,"1,812.11","1,812.11","1,812.11",-0.35%
2,11,2005,1830.43,"1,830.43","1,830.43","1,830.43",1.01%
3,11,2005,1838.86,"1,838.86","1,838.86","1,838.86",0.46%
4,11,2005,1839.16,"1,839.16","1,839.16","1,839.16",0.02%
7,11,2005,1843.27,"1,843.27","1,843.27","1,843.27",0.22%
8,11,2005,1837.8,"1,837.80","1,837.80","1,837.80",-0.30%
9,11,2005,1841,"1,841.00","1,841.00","1,841.00",0.17%
10,11,2005,1856.9,"1,856.90","1,856.90","1,856.90",0.86%
11,11,2005,1862.56,"1,862.56","1,862.56","1,862.56",0.30%
14,11,2005,1861.25,"1,861.25","1,861.25","1,861.25",-0.07%
15,11,2005,1854.28,"1,854.28","1,854.28","1,854.28",-0.37%
16,11,2005,1857.97,"1,857.97","1,857.97","1,857.97",0.20%
17,11,2005,1875.49,"1,875.49","1,875.49","1,875.49",0.94%
18,11,2005,1883.99,"1,883.99","1,883.99","1,883.99",0.45%
21,11,2005,1893.93,"1,893.93","1,893.93","1,893.93",0.53%
22,11,2005,1903.66,"1,903.66","1,903.66","1,903.66",0.51%
23,11,2005,1910.39,"1,910.39","1,910.39","1,910.39",0.35%
25,11,2005,1914.4,"1,914.40","1,914.40","1,914.40",0.21%
28,11,2005,1898.37,"1,898.37","1,898.37","1,898.37",-0.84%
29,11,2005,1898.74,"1,898.74","1,898.74","1,898.74",0.02%
30,11,2005,1887.28,"1,887.28","1,887.28","1,887.28",-0.60%
1,12,2005,1910.23,"1,910.23","1,910.23","1,910.23",1.22%
2,12,2005,1910.86,"1,910.86","1,910.86","1,910.86",0.03%
5,12,2005,1906.42,"1,906.42","1,906.42","1,906.42",-0.23%
6,12,2005,1908.89,"1,908.89","1,908.89","1,908.89",0.13%
7,12,2005,1899.69,"1,899.69","1,899.69","1,899.69",-0.48%
8,12,2005,1897.57,"1,897.57","1,897.57","1,897.57",-0.11%
9,12,2005,1902.92,"1,902.92","1,902.92","1,902.92",0.28%
12,12,2005,1904.59,"1,904.59","1,904.59","1,904.59",0.09%
13,12,2005,1915.3,"1,915.30","1,915.30","1,915.30",0.56%
14,12,2005,1923.43,"1,923.43","1,923.43","1,923.43",0.42%
15,12,2005,1920.85,"1,920.85","1,920.85","1,920.85",-0.13%
16,12,2005,1915.4,"1,915.40","1,915.40","1,915.40",-0.28%
19,12,2005,1904.21,"1,904.21","1,904.21","1,904.21",-0.58%
20,12,2005,1903.81,"1,903.81","1,903.81","1,903.81",-0.02%
21,12,2005,1908.65,"1,908.65","1,908.65","1,908.65",0.25%
22,12,2005,1917.16,"1,917.16","1,917.16","1,917.16",0.45%
23,12,2005,1918.25,"1,918.25","1,918.25","1,918.25",0.06%
27,12,2005,1899.93,"1,899.93","1,899.93","1,899.93",-0.96%
28,12,2005,1902.74,"1,902.74","1,902.74","1,902.74",0.15%
29,12,2005,1897.2,"1,897.20","1,897.20","1,897.20",-0.29%
30,12,2005,1887.94,"1,887.94","1,887.94","1,887.94",-0.49%
3,1,2006,1918.96,"1,918.96","1,918.96","1,918.96",1.64%
4,1,2006,1926.39,"1,926.39","1,926.39","1,926.39",0.39%
5,1,2006,1926.44,"1,926.44","1,926.44","1,926.44",0.00%
6,1,2006,1945.01,"1,945.01","1,945.01","1,945.01",0.96%
9,1,2006,1952.13,"1,952.13","1,952.13","1,952.13",0.37%
10,1,2006,1951.53,"1,951.53","1,951.53","1,951.53",-0.03%
11,1,2006,1958.56,"1,958.56","1,958.56","1,958.56",0.36%
12,1,2006,1946.28,"1,946.28","1,946.28","1,946.28",-0.63%
13,1,2006,1948.64,"1,948.64","1,948.64","1,948.64",0.12%
17,1,2006,1941.57,"1,941.57","1,941.57","1,941.57",-0.36%
18,1,2006,1934.21,"1,934.21","1,934.21","1,934.21",-0.38%
19,1,2006,1944.98,"1,944.98","1,944.98","1,944.98",0.56%
20,1,2006,1909.35,"1,909.35","1,909.35","1,909.35",-1.83%
23,1,2006,1912.91,"1,912.91","1,912.91","1,912.91",0.19%
24,1,2006,1917.54,"1,917.54","1,917.54","1,917.54",0.24%
25,1,2006,1914.28,"1,914.28","1,914.28","1,914.28",-0.17%
26,1,2006,1928.17,"1,928.17","1,928.17","1,928.17",0.73%
27,1,2006,1943.34,"1,943.34","1,943.34","1,943.34",0.79%
30,1,2006,1945.66,"1,945.66","1,945.66","1,945.66",0.12%
31,1,2006,1937.93,"1,937.93","1,937.93","1,937.93",-0.40%
1,2,2006,1941.75,"1,941.75","1,941.75","1,941.75",0.20%
2,2,2006,1924.67,"1,924.67","1,924.67","1,924.67",-0.88%
3,2,2006,1914.5,"1,914.50","1,914.50","1,914.50",-0.53%
6,2,2006,1916.04,"1,916.04","1,916.04","1,916.04",0.08%
7,2,2006,1900.58,"1,900.58","1,900.58","1,900.58",-0.81%
8,2,2006,1917.84,"1,917.84","1,917.84","1,917.84",0.91%
9,2,2006,1915.1,"1,915.10","1,915.10","1,915.10",-0.14%
10,2,2006,1920,"1,920.00","1,920.00","1,920.00",0.26%
13,2,2006,1914.02,"1,914.02","1,914.02","1,914.02",-0.31%
14,2,2006,1933.46,"1,933.46","1,933.46","1,933.46",1.02%
15,2,2006,1940.68,"1,940.68","1,940.68","1,940.68",0.37%
16,2,2006,1955.06,"1,955.06","1,955.06","1,955.06",0.74%
17,2,2006,1951.83,"1,951.83","1,951.83","1,951.83",-0.17%
21,2,2006,1945.45,"1,945.45","1,945.45","1,945.45",-0.33%
22,2,2006,1960.26,"1,960.26","1,960.26","1,960.26",0.76%
23,2,2006,1953.37,"1,953.37","1,953.37","1,953.37",-0.35%
24,2,2006,1956.14,"1,956.14","1,956.14","1,956.14",0.14%
27,2,2006,1963.58,"1,963.58","1,963.58","1,963.58",0.38%
28,2,2006,1943.19,"1,943.19","1,943.19","1,943.19",-1.04%
1,3,2006,1959.76,"1,959.76","1,959.76","1,959.76",0.85%
2,3,2006,1956.6,"1,956.60","1,956.60","1,956.60",-0.16%
3,3,2006,1953.74,"1,953.74","1,953.74","1,953.74",-0.15%
6,3,2006,1940.2,"1,940.20","1,940.20","1,940.20",-0.69%
7,3,2006,1936.68,"1,936.68","1,936.68","1,936.68",-0.18%
8,3,2006,1941.17,"1,941.17","1,941.17","1,941.17",0.23%
9,3,2006,1931.73,"1,931.73","1,931.73","1,931.73",-0.49%
10,3,2006,1945.92,"1,945.92","1,945.92","1,945.92",0.73%
13,3,2006,1950.39,"1,950.39","1,950.39","1,950.39",0.23%
14,3,2006,1970.65,"1,970.65","1,970.65","1,970.65",1.04%
15,3,2006,1979.21,"1,979.21","1,979.21","1,979.21",0.43%
16,3,2006,1982.76,"1,982.76","1,982.76","1,982.76",0.18%
17,3,2006,1985.69,"1,985.69","1,985.69","1,985.69",0.15%
20,3,2006,1982.4,"1,982.40","1,982.40","1,982.40",-0.17%
21,3,2006,1970.5,"1,970.50","1,970.50","1,970.50",-0.60%
22,3,2006,1982.4,"1,982.40","1,982.40","1,982.40",0.60%
23,3,2006,1977.29,"1,977.29","1,977.29","1,977.29",-0.26%
24,3,2006,1979.24,"1,979.24","1,979.24","1,979.24",0.10%
27,3,2006,1977.19,"1,977.19","1,977.19","1,977.19",-0.10%
