Day,Month,Year,S&P500,Open,High,Low,Change %
17,4,2012,2402.29,"2,402.29","2,402.29","2,402.29",1.55%
18,4,2012,2392.57,"2,392.57","2,392.57","2,392.57",-0.40%
19,4,2012,2378.48,"2,378.48","2,378.48","2,378.48",-0.59%
20,4,2012,2381.32,"2,381.32","2,381.32","2,381.32",0.12%
23,4,2012,2361.35,"2,361.35","2,361.35","2,361.35",-0.84%
24,4,2012,2370.04,"2,370.04","2,370.04","2,370.04",0.37%
25,4,2012,2402.71,"2,402.71","2,402.71","2,402.71",1.38%
26,4,2012,2418.89,"2,418.89","2,418.89","2,418.89",0.67%
27,4,2012,2424.78,"2,424.78","2,424.78","2,424.78",0.24%
30,4,2012,2415.42,"2,415.42","2,415.42","2,415.42",-0.39%
1,5,2012,2429.1,"2,429.10","2,429.10","2,429.10",0.57%
2,5,2012,2423.29,"2,423.29","2,423.29","2,423.29",-0.24%
3,5,2012,2405.17,"2,405.17","2,405.17","2,405.17",-0.75%
4,5,2012,2366.39,"2,366.39","2,366.39","2,366.39",-1.61%
7,5,2012,2367.26,"2,367.26","2,367.26","2,367.26",0.04%
8,5,2012,2357.45,"2,357.45","2,357.45","2,357.45",-0.41%
9,5,2012,2342.31,"2,342.31","2,342.31","2,342.31",-0.64%
10,5,2012,2348.93,"2,348.93","2,348.93","2,348.93",0.28%
11,5,2012,2341.23,"2,341.23","2,341.23","2,341.23",-0.33%
14,5,2012,2315.45,"2,315.45","2,315.45","2,315.45",-1.10%
15,5,2012,2302.56,"2,302.56","2,302.56","2,302.56",-0.56%
16,5,2012,2293.21,"2,293.21","2,293.21","2,293.21",-0.41%
17,5,2012,2258.93,"2,258.93","2,258.93","2,258.93",-1.50%
18,5,2012,2242.25,"2,242.25","2,242.25","2,242.25",-0.74%
21,5,2012,2278.24,"2,278.24","2,278.24","2,278.24",1.61%
22,5,2012,2279.4,"2,279.40","2,279.40","2,279.40",0.05%
23,5,2012,2283.36,"2,283.36","2,283.36","2,283.36",0.17%
24,5,2012,2286.87,"2,286.87","2,286.87","2,286.87",0.15%
25,5,2012,2281.92,"2,281.92","2,281.92","2,281.92",-0.22%
29,5,2012,2307.57,"2,307.57","2,307.57","2,307.57",1.12%
30,5,2012,2275.19,"2,275.19","2,275.19","2,275.19",-1.40%
31,5,2012,2270.25,"2,270.25","2,270.25","2,270.25",-0.22%
1,6,2012,2214.41,"2,214.41","2,214.41","2,214.41",-2.46%
4,6,2012,2214.7,"2,214.70","2,214.70","2,214.70",0.01%
5,6,2012,2227.45,"2,227.45","2,227.45","2,227.45",0.58%
6,6,2012,2279.42,"2,279.42","2,279.42","2,279.42",2.33%
7,6,2012,2279.28,"2,279.28","2,279.28","2,279.28",-0.01%
8,6,2012,2297.82,"2,297.82","2,297.82","2,297.82",0.81%
11,6,2012,2268.94,"2,268.94","2,268.94","2,268.94",-1.26%
12,6,2012,2295.4,"2,295.40","2,295.40","2,295.40",1.17%
13,6,2012,2280.13,"2,280.13","2,280.13","2,280.13",-0.67%
14,6,2012,2304.83,"2,304.83","2,304.83","2,304.83",1.08%
15,6,2012,2328.66,"2,328.66","2,328.66","2,328.66",1.03%
18,6,2012,2332.07,"2,332.07","2,332.07","2,332.07",0.15%
19,6,2012,2355.01,"2,355.01","2,355.01","2,355.01",0.98%
20,6,2012,2351.14,"2,351.14","2,351.14","2,351.14",-0.16%
21,6,2012,2299.16,"2,299.16","2,299.16","2,299.16",-2.21%
22,6,2012,2315.65,"2,315.65","2,315.65","2,315.65",0.72%
25,6,2012,2278.98,"2,278.98","2,278.98","2,278.98",-1.58%
26,6,2012,2289.86,"2,289.86","2,289.86","2,289.86",0.48%
27,6,2012,2310.98,"2,310.98","2,310.98","2,310.98",0.92%
28,6,2012,2306.22,"2,306.22","2,306.22","2,306.22",-0.21%
29,6,2012,2363.79,"2,363.79","2,363.79","2,363.79",2.50%
2,7,2012,2369.75,"2,369.75","2,369.75","2,369.75",0.25%
3,7,2012,2385.06,"2,385.06","2,385.06","2,385.06",0.65%
5,7,2012,2373.91,"2,373.91","2,373.91","2,373.91",-0.47%
6,7,2012,2352.34,"2,352.34","2,352.34","2,352.34",-0.91%
9,7,2012,2348.52,"2,348.52","2,348.52","2,348.52",-0.16%
10,7,2012,2329.46,"2,329.46","2,329.46","2,329.46",-0.81%
11,7,2012,2329.71,"2,329.71","2,329.71","2,329.71",0.01%
12,7,2012,2318.09,"2,318.09","2,318.09","2,318.09",-0.50%
13,7,2012,2356.4,"2,356.40","2,356.40","2,356.40",1.65%
16,7,2012,2350.94,"2,350.94","2,350.94","2,350.94",-0.23%
17,7,2012,2368.36,"2,368.36","2,368.36","2,368.36",0.74%
18,7,2012,2384.54,"2,384.54","2,384.54","2,384.54",0.68%
19,7,2012,2391.27,"2,391.27","2,391.27","2,391.27",0.28%
20,7,2012,2367.26,"2,367.26","2,367.26","2,367.26",-1.00%
23,7,2012,2346.22,"2,346.22","2,346.22","2,346.22",-0.89%
24,7,2012,2325.02,"2,325.02","2,325.02","2,325.02",-0.90%
25,7,2012,2324.33,"2,324.33","2,324.33","2,324.33",-0.03%
26,7,2012,2362.85,"2,362.85","2,362.85","2,362.85",1.66%
27,7,2012,2408.07,"2,408.07","2,408.07","2,408.07",1.91%
30,7,2012,2406.99,"2,406.99","2,406.99","2,406.99",-0.04%
31,7,2012,2396.62,"2,396.62","2,396.62","2,396.62",-0.43%
1,8,2012,2389.73,"2,389.73","2,389.73","2,389.73",-0.29%
2,8,2012,2372.31,"2,372.31","2,372.31","2,372.31",-0.73%
3,8,2012,2417.77,"2,417.77","2,417.77","2,417.77",1.92%
6,8,2012,2423.46,"2,423.46","2,423.46","2,423.46",0.24%
7,8,2012,2435.88,"2,435.88","2,435.88","2,435.88",0.51%
8,8,2012,2438.16,"2,438.16","2,438.16","2,438.16",0.09%
9,8,2012,2440.23,"2,440.23","2,440.23","2,440.23",0.08%
10,8,2012,2445.64,"2,445.64","2,445.64","2,445.64",0.22%
13,8,2012,2443.05,"2,443.05","2,443.05","2,443.05",-0.11%
14,8,2012,2443.16,"2,443.16","2,443.16","2,443.16",0.00%
15,8,2012,2446.82,"2,446.82","2,446.82","2,446.82",0.15%
16,8,2012,2464.38,"2,464.38","2,464.38","2,464.38",0.72%
17,8,2012,2469,"2,469.00","2,469.00","2,469.00",0.19%
20,8,2012,2468.99,"2,468.99","2,468.99","2,468.99",0.00%
21,8,2012,2460.41,"2,460.41","2,460.41","2,460.41",-0.35%
22,8,2012,2461.12,"2,461.12","2,461.12","2,461.12",0.03%
23,8,2012,2441.29,"2,441.29","2,441.29","2,441.29",-0.81%
24,8,2012,2457.4,"2,457.40","2,457.40","2,457.40",0.66%
27,8,2012,2456.22,"2,456.22","2,456.22","2,456.22",-0.05%
28,8,2012,2454.39,"2,454.39","2,454.39","2,454.39",-0.07%
29,8,2012,2457.05,"2,457.05","2,457.05","2,457.05",0.11%
30,8,2012,2438.2,"2,438.20","2,438.20","2,438.20",-0.77%
31,8,2012,2450.6,"2,450.60","2,450.60","2,450.60",0.51%
4,9,2012,2447.8,"2,447.80","2,447.80","2,447.80",-0.11%
5,9,2012,2445.81,"2,445.81","2,445.81","2,445.81",-0.08%
6,9,2012,2496.12,"2,496.12","2,496.12","2,496.12",2.06%
7,9,2012,2506.37,"2,506.37","2,506.37","2,506.37",0.41%
10,9,2012,2491.11,"2,491.11","2,491.11","2,491.11",-0.61%
11,9,2012,2498.95,"2,498.95","2,498.95","2,498.95",0.31%
12,9,2012,2504.84,"2,504.84","2,504.84","2,504.84",0.24%
13,9,2012,2546.03,"2,546.03","2,546.03","2,546.03",1.64%
14,9,2012,2556.13,"2,556.13","2,556.13","2,556.13",0.40%
17,9,2012,2548.26,"2,548.26","2,548.26","2,548.26",-0.31%
18,9,2012,2545.05,"2,545.05","2,545.05","2,545.05",-0.13%
19,9,2012,2548.11,"2,548.11","2,548.11","2,548.11",0.12%
20,9,2012,2547.11,"2,547.11","2,547.11","2,547.11",-0.04%
21,9,2012,2546.92,"2,546.92","2,546.92","2,546.92",-0.01%
24,9,2012,2541.23,"2,541.23","2,541.23","2,541.23",-0.22%
25,9,2012,2514.83,"2,514.83","2,514.83","2,514.83",-1.04%
26,9,2012,2500.92,"2,500.92","2,500.92","2,500.92",-0.55%
27,9,2012,2525.23,"2,525.23","2,525.23","2,525.23",0.97%
28,9,2012,2513.93,"2,513.93","2,513.93","2,513.93",-0.45%
1,10,2012,2520.71,"2,520.71","2,520.71","2,520.71",0.27%
2,10,2012,2523.08,"2,523.08","2,523.08","2,523.08",0.09%
3,10,2012,2532.79,"2,532.79","2,532.79","2,532.79",0.38%
4,10,2012,2550.98,"2,550.98","2,550.98","2,550.98",0.72%
5,10,2012,2551.02,"2,551.02","2,551.02","2,551.02",0.00%
8,10,2012,2542.21,"2,542.21","2,542.21","2,542.21",-0.35%
9,10,2012,2517.14,"2,517.14","2,517.14","2,517.14",-0.99%
10,10,2012,2501.75,"2,501.75","2,501.75","2,501.75",-0.61%
11,10,2012,2502.66,"2,502.66","2,502.66","2,502.66",0.04%
12,10,2012,2495.28,"2,495.28","2,495.28","2,495.28",-0.29%
15,10,2012,2515.44,"2,515.44","2,515.44","2,515.44",0.81%
16,10,2012,2541.28,"2,541.28","2,541.28","2,541.28",1.03%
17,10,2012,2552.05,"2,552.05","2,552.05","2,552.05",0.42%
18,10,2012,2545.95,"2,545.95","2,545.95","2,545.95",-0.24%
19,10,2012,2503.8,"2,503.80","2,503.80","2,503.80",-1.66%
22,10,2012,2504.96,"2,504.96","2,504.96","2,504.96",0.05%
23,10,2012,2468.78,"2,468.78","2,468.78","2,468.78",-1.44%
24,10,2012,2461.18,"2,461.18","2,461.18","2,461.18",-0.31%
25,10,2012,2468.6,"2,468.60","2,468.60","2,468.60",0.30%
26,10,2012,2466.8,"2,466.80","2,466.80","2,466.80",-0.07%
31,10,2012,2467.51,"2,467.51","2,467.51","2,467.51",0.03%
1,11,2012,2494.67,"2,494.67","2,494.67","2,494.67",1.10%
2,11,2012,2471.3,"2,471.30","2,471.30","2,471.30",-0.94%
5,11,2012,2476.94,"2,476.94","2,476.94","2,476.94",0.23%
6,11,2012,2496.46,"2,496.46","2,496.46","2,496.46",0.79%
7,11,2012,2439.48,"2,439.48","2,439.48","2,439.48",-2.28%
8,11,2012,2409.72,"2,409.72","2,409.72","2,409.72",-1.22%
9,11,2012,2413.92,"2,413.92","2,413.92","2,413.92",0.17%
12,11,2012,2414.24,"2,414.24","2,414.24","2,414.24",0.01%
13,11,2012,2405.38,"2,405.38","2,405.38","2,405.38",-0.37%
14,11,2012,2372.94,"2,372.94","2,372.94","2,372.94",-1.35%
15,11,2012,2369.32,"2,369.32","2,369.32","2,369.32",-0.15%
16,11,2012,2381.02,"2,381.02","2,381.02","2,381.02",0.49%
19,11,2012,2428.47,"2,428.47","2,428.47","2,428.47",1.99%
20,11,2012,2430.29,"2,430.29","2,430.29","2,430.29",0.07%
21,11,2012,2435.97,"2,435.97","2,435.97","2,435.97",0.23%
23,11,2012,2468.06,"2,468.06","2,468.06","2,468.06",1.32%
26,11,2012,2463.12,"2,463.12","2,463.12","2,463.12",-0.20%
27,11,2012,2450.48,"2,450.48","2,450.48","2,450.48",-0.51%
28,11,2012,2470.47,"2,470.47","2,470.47","2,470.47",0.82%
29,11,2012,2481.42,"2,481.42","2,481.42","2,481.42",0.44%
30,11,2012,2481.82,"2,481.82","2,481.82","2,481.82",0.02%
3,12,2012,2470.07,"2,470.07","2,470.07","2,470.07",-0.47%
4,12,2012,2465.9,"2,465.90","2,465.90","2,465.90",-0.17%
5,12,2012,2470.59,"2,470.59","2,470.59","2,470.59",0.19%
6,12,2012,2479.4,"2,479.40","2,479.40","2,479.40",0.36%
7,12,2012,2486.84,"2,486.84","2,486.84","2,486.84",0.30%
10,12,2012,2487.78,"2,487.78","2,487.78","2,487.78",0.04%
11,12,2012,2504.08,"2,504.08","2,504.08","2,504.08",0.66%
12,12,2012,2505.76,"2,505.76","2,505.76","2,505.76",0.07%
13,12,2012,2490.56,"2,490.56","2,490.56","2,490.56",-0.61%
14,12,2012,2480.36,"2,480.36","2,480.36","2,480.36",-0.41%
17,12,2012,2509.84,"2,509.84","2,509.84","2,509.84",1.19%
18,12,2012,2538.72,"2,538.72","2,538.72","2,538.72",1.15%
19,12,2012,2519.54,"2,519.54","2,519.54","2,519.54",-0.76%
20,12,2012,2533.91,"2,533.91","2,533.91","2,533.91",0.57%
21,12,2012,2510.32,"2,510.32","2,510.32","2,510.32",-0.93%
24,12,2012,2504.51,"2,504.51","2,504.51","2,504.51",-0.23%
26,12,2012,2492.54,"2,492.54","2,492.54","2,492.54",-0.48%
27,12,2012,2489.97,"2,489.97","2,489.97","2,489.97",-0.10%
28,12,2012,2462.71,"2,462.71","2,462.71","2,462.71",-1.10%
31,12,2012,2504.44,"2,504.44","2,504.44","2,504.44",1.69%
2,1,2013,2568.55,"2,568.55","2,568.55","2,568.55",2.56%
3,1,2013,2563.19,"2,563.19","2,563.19","2,563.19",-0.21%
4,1,2013,2575.66,"2,575.66","2,575.66","2,575.66",0.49%
7,1,2013,2567.63,"2,567.63","2,567.63","2,567.63",-0.31%
8,1,2013,2560.17,"2,560.17","2,560.17","2,560.17",-0.29%
9,1,2013,2567.02,"2,567.02","2,567.02","2,567.02",0.27%
10,1,2013,2586.52,"2,586.52","2,586.52","2,586.52",0.76%
11,1,2013,2586.69,"2,586.69","2,586.69","2,586.69",0.01%
14,1,2013,2584.27,"2,584.27","2,584.27","2,584.27",-0.09%
15,1,2013,2587.2,"2,587.20","2,587.20","2,587.20",0.11%
16,1,2013,2588.02,"2,588.02","2,588.02","2,588.02",0.03%
17,1,2013,2602.64,"2,602.64","2,602.64","2,602.64",0.57%
18,1,2013,2611.54,"2,611.54","2,611.54","2,611.54",0.34%
22,1,2013,2623.22,"2,623.22","2,623.22","2,623.22",0.45%
23,1,2013,2627.23,"2,627.23","2,627.23","2,627.23",0.15%
24,1,2013,2627.33,"2,627.33","2,627.33","2,627.33",0.00%
25,1,2013,2641.64,"2,641.64","2,641.64","2,641.64",0.54%
28,1,2013,2636.83,"2,636.83","2,636.83","2,636.83",-0.18%
29,1,2013,2650.43,"2,650.43","2,650.43","2,650.43",0.52%
30,1,2013,2640.77,"2,640.77","2,640.77","2,640.77",-0.36%
31,1,2013,2634.16,"2,634.16","2,634.16","2,634.16",-0.25%
1,2,2013,2660.7,"2,660.70","2,660.70","2,660.70",1.01%
4,2,2013,2630.05,"2,630.05","2,630.05","2,630.05",-1.15%
5,2,2013,2657.76,"2,657.76","2,657.76","2,657.76",1.05%
6,2,2013,2659.55,"2,659.55","2,659.55","2,659.55",0.07%
7,2,2013,2655.84,"2,655.84","2,655.84","2,655.84",-0.14%
8,2,2013,2670.85,"2,670.85","2,670.85","2,670.85",0.57%
11,2,2013,2669.37,"2,669.37","2,669.37","2,669.37",-0.06%
12,2,2013,2673.77,"2,673.77","2,673.77","2,673.77",0.16%
13,2,2013,2676.6,"2,676.60","2,676.60","2,676.60",0.11%
14,2,2013,2678.77,"2,678.77","2,678.77","2,678.77",0.08%
15,2,2013,2676.21,"2,676.21","2,676.21","2,676.21",-0.10%
19,2,2013,2696.26,"2,696.26","2,696.26","2,696.26",0.75%
20,2,2013,2662.94,"2,662.94","2,662.94","2,662.94",-1.24%
21,2,2013,2646.75,"2,646.75","2,646.75","2,646.75",-0.61%
22,2,2013,2670.36,"2,670.36","2,670.36","2,670.36",0.89%
25,2,2013,2621.46,"2,621.46","2,621.46","2,621.46",-1.83%
26,2,2013,2637.89,"2,637.89","2,637.89","2,637.89",0.63%
27,2,2013,2672.11,"2,672.11","2,672.11","2,672.11",1.30%
28,2,2013,2669.92,"2,669.92","2,669.92","2,669.92",-0.08%
1,3,2013,2676.18,"2,676.18","2,676.18","2,676.18",0.23%
4,3,2013,2688.54,"2,688.54","2,688.54","2,688.54",0.46%
5,3,2013,2714.35,"2,714.35","2,714.35","2,714.35",0.96%
6,3,2013,2718.07,"2,718.07","2,718.07","2,718.07",0.14%
7,3,2013,2723.27,"2,723.27","2,723.27","2,723.27",0.19%
8,3,2013,2735.67,"2,735.67","2,735.67","2,735.67",0.46%
11,3,2013,2744.81,"2,744.81","2,744.81","2,744.81",0.33%
12,3,2013,2738.35,"2,738.35","2,738.35","2,738.35",-0.24%
13,3,2013,2742.87,"2,742.87","2,742.87","2,742.87",0.17%
14,3,2013,2758.3,"2,758.30","2,758.30","2,758.30",0.56%
15,3,2013,2753.82,"2,753.82","2,753.82","2,753.82",-0.16%
18,3,2013,2738.68,"2,738.68","2,738.68","2,738.68",-0.55%
19,3,2013,2732.09,"2,732.09","2,732.09","2,732.09",-0.24%
20,3,2013,2750.42,"2,750.42","2,750.42","2,750.42",0.67%
21,3,2013,2727.69,"2,727.69","2,727.69","2,727.69",-0.83%
22,3,2013,2747.25,"2,747.25","2,747.25","2,747.25",0.72%
25,3,2013,2738.08,"2,738.08","2,738.08","2,738.08",-0.33%
26,3,2013,2760.32,"2,760.32","2,760.32","2,760.32",0.81%
27,3,2013,2758.85,"2,758.85","2,758.85","2,758.85",-0.05%
28,3,2013,2770.05,"2,770.05","2,770.05","2,770.05",0.41%
1,4,2013,2757.83,"2,757.83","2,757.83","2,757.83",-0.44%
2,4,2013,2772.11,"2,772.11","2,772.11","2,772.11",0.52%
3,4,2013,2743.38,"2,743.38","2,743.38","2,743.38",-1.04%
4,4,2013,2754.67,"2,754.67","2,754.67","2,754.67",0.41%
5,4,2013,2742.86,"2,742.86","2,742.86","2,742.86",-0.43%
8,4,2013,2761.05,"2,761.05","2,761.05","2,761.05",0.66%
9,4,2013,2770.84,"2,770.84","2,770.84","2,770.84",0.35%
10,4,2013,2804.81,"2,804.81","2,804.81","2,804.81",1.23%
11,4,2013,2815.02,"2,815.02","2,815.02","2,815.02",0.36%
12,4,2013,2807.1,"2,807.10","2,807.10","2,807.10",-0.28%
15,4,2013,2742.63,"2,742.63","2,742.63","2,742.63",-2.30%
16,4,2013,2781.85,"2,781.85","2,781.85","2,781.85",1.43%
17,4,2013,2742.01,"2,742.01","2,742.01","2,742.01",-1.43%
18,4,2013,2723.72,"2,723.72","2,723.72","2,723.72",-0.67%
19,4,2013,2747.94,"2,747.94","2,747.94","2,747.94",0.89%
22,4,2013,2760.8,"2,760.80","2,760.80","2,760.80",0.47%
23,4,2013,2789.56,"2,789.56","2,789.56","2,789.56",1.04%
24,4,2013,2789.93,"2,789.93","2,789.93","2,789.93",0.01%
25,4,2013,2801.28,"2,801.28","2,801.28","2,801.28",0.41%
26,4,2013,2796.24,"2,796.24","2,796.24","2,796.24",-0.18%
29,4,2013,2816.39,"2,816.39","2,816.39","2,816.39",0.72%
30,4,2013,2823.42,"2,823.42","2,823.42","2,823.42",0.25%
1,5,2013,2797.28,"2,797.28","2,797.28","2,797.28",-0.93%
2,5,2013,2823.82,"2,823.82","2,823.82","2,823.82",0.95%
3,5,2013,2853.88,"2,853.88","2,853.88","2,853.88",1.06%
6,5,2013,2859.34,"2,859.34","2,859.34","2,859.34",0.19%
7,5,2013,2874.46,"2,874.46","2,874.46","2,874.46",0.53%
8,5,2013,2887.61,"2,887.61","2,887.61","2,887.61",0.46%
9,5,2013,2878.3,"2,878.30","2,878.30","2,878.30",-0.32%
10,5,2013,2890.77,"2,890.77","2,890.77","2,890.77",0.43%
13,5,2013,2891.17,"2,891.17","2,891.17","2,891.17",0.01%
14,5,2013,2921.12,"2,921.12","2,921.12","2,921.12",1.04%
15,5,2013,2936.98,"2,936.98","2,936.98","2,936.98",0.54%
16,5,2013,2922.4,"2,922.40","2,922.40","2,922.40",-0.50%
17,5,2013,2952.56,"2,952.56","2,952.56","2,952.56",1.03%
20,5,2013,2950.53,"2,950.53","2,950.53","2,950.53",-0.07%
21,5,2013,2955.7,"2,955.70","2,955.70","2,955.70",0.18%
22,5,2013,2931.58,"2,931.58","2,931.58","2,931.58",-0.82%
23,5,2013,2923.43,"2,923.43","2,923.43","2,923.43",-0.28%
24,5,2013,2921.88,"2,921.88","2,921.88","2,921.88",-0.05%
28,5,2013,2940.45,"2,940.45","2,940.45","2,940.45",0.64%
29,5,2013,2920.18,"2,920.18","2,920.18","2,920.18",-0.69%
30,5,2013,2931.39,"2,931.39","2,931.39","2,931.39",0.38%
31,5,2013,2889.46,"2,889.46","2,889.46","2,889.46",-1.43%
3,6,2013,2906.91,"2,906.91","2,906.91","2,906.91",0.60%
4,6,2013,2891.02,"2,891.02","2,891.02","2,891.02",-0.55%
5,6,2013,2851.89,"2,851.89","2,851.89","2,851.89",-1.35%
6,6,2013,2876.5,"2,876.50","2,876.50","2,876.50",0.86%
7,6,2013,2913.46,"2,913.46","2,913.46","2,913.46",1.28%
10,6,2013,2912.63,"2,912.63","2,912.63","2,912.63",-0.03%
11,6,2013,2883.07,"2,883.07","2,883.07","2,883.07",-1.01%
12,6,2013,2859.62,"2,859.62","2,859.62","2,859.62",-0.81%
13,6,2013,2902.32,"2,902.32","2,902.32","2,902.32",1.49%
14,6,2013,2885.24,"2,885.24","2,885.24","2,885.24",-0.59%
17,6,2013,2907.11,"2,907.11","2,907.11","2,907.11",0.76%
18,6,2013,2929.81,"2,929.81","2,929.81","2,929.81",0.78%
19,6,2013,2889.25,"2,889.25","2,889.25","2,889.25",-1.38%
20,6,2013,2817.44,"2,817.44","2,817.44","2,817.44",-2.49%
21,6,2013,2824.97,"2,824.97","2,824.97","2,824.97",0.27%
24,6,2013,2790.66,"2,790.66","2,790.66","2,790.66",-1.21%
25,6,2013,2817.44,"2,817.44","2,817.44","2,817.44",0.96%
26,6,2013,2845.04,"2,845.04","2,845.04","2,845.04",0.98%
27,6,2013,2862.92,"2,862.92","2,862.92","2,862.92",0.63%
28,6,2013,2850.66,"2,850.66","2,850.66","2,850.66",-0.43%
1,7,2013,2866.41,"2,866.41","2,866.41","2,866.41",0.55%
2,7,2013,2865.48,"2,865.48","2,865.48","2,865.48",-0.03%
3,7,2013,2867.85,"2,867.85","2,867.85","2,867.85",0.08%
5,7,2013,2897.12,"2,897.12","2,897.12","2,897.12",1.02%
8,7,2013,2913.2,"2,913.20","2,913.20","2,913.20",0.56%
9,7,2013,2934.31,"2,934.31","2,934.31","2,934.31",0.72%
10,7,2013,2934.97,"2,934.97","2,934.97","2,934.97",0.02%
11,7,2013,2975.06,"2,975.06","2,975.06","2,975.06",1.37%
12,7,2013,2984.24,"2,984.24","2,984.24","2,984.24",0.31%
15,7,2013,2988.35,"2,988.35","2,988.35","2,988.35",0.14%
16,7,2013,2977.26,"2,977.26","2,977.26","2,977.26",-0.37%
17,7,2013,2985.85,"2,985.85","2,985.85","2,985.85",0.29%
18,7,2013,3001.21,"3,001.21","3,001.21","3,001.21",0.51%
19,7,2013,3006.13,"3,006.13","3,006.13","3,006.13",0.16%
22,7,2013,3012.3,"3,012.30","3,012.30","3,012.30",0.21%
23,7,2013,3006.72,"3,006.72","3,006.72","3,006.72",-0.19%
24,7,2013,2995.3,"2,995.30","2,995.30","2,995.30",-0.38%
25,7,2013,3003.01,"3,003.01","3,003.01","3,003.01",0.26%
26,7,2013,3005.51,"3,005.51","3,005.51","3,005.51",0.08%
29,7,2013,2994.45,"2,994.45","2,994.45","2,994.45",-0.37%
30,7,2013,2995.68,"2,995.68","2,995.68","2,995.68",0.04%
31,7,2013,2995.72,"2,995.72","2,995.72","2,995.72",0.00%
1,8,2013,3033.59,"3,033.59","3,033.59","3,033.59",1.26%
2,8,2013,3038.63,"3,038.63","3,038.63","3,038.63",0.17%
5,8,2013,3034.43,"3,034.43","3,034.43","3,034.43",-0.14%
6,8,2013,3017.16,"3,017.16","3,017.16","3,017.16",-0.57%
7,8,2013,3006.63,"3,006.63","3,006.63","3,006.63",-0.35%
8,8,2013,3019,"3,019.00","3,019.00","3,019.00",0.41%
9,8,2013,3008.79,"3,008.79","3,008.79","3,008.79",-0.34%
12,8,2013,3005.42,"3,005.42","3,005.42","3,005.42",-0.11%
13,8,2013,3014.43,"3,014.43","3,014.43","3,014.43",0.30%
14,8,2013,2999.42,"2,999.42","2,999.42","2,999.42",-0.50%
15,8,2013,2957.08,"2,957.08","2,957.08","2,957.08",-1.41%
16,8,2013,2947.46,"2,947.46","2,947.46","2,947.46",-0.33%
19,8,2013,2930.27,"2,930.27","2,930.27","2,930.27",-0.58%
20,8,2013,2941.58,"2,941.58","2,941.58","2,941.58",0.39%
21,8,2013,2924.73,"2,924.73","2,924.73","2,924.73",-0.57%
22,8,2013,2949.96,"2,949.96","2,949.96","2,949.96",0.86%
23,8,2013,2962.06,"2,962.06","2,962.06","2,962.06",0.41%
26,8,2013,2950.13,"2,950.13","2,950.13","2,950.13",-0.40%
27,8,2013,2903.29,"2,903.29","2,903.29","2,903.29",-1.59%
28,8,2013,2911.83,"2,911.83","2,911.83","2,911.83",0.29%
29,8,2013,2917.96,"2,917.96","2,917.96","2,917.96",0.21%
30,8,2013,2908.96,"2,908.96","2,908.96","2,908.96",-0.31%
3,9,2013,2921.23,"2,921.23","2,921.23","2,921.23",0.42%
4,9,2013,2945.62,"2,945.62","2,945.62","2,945.62",0.83%
5,9,2013,2949.27,"2,949.27","2,949.27","2,949.27",0.12%
6,9,2013,2949.8,"2,949.80","2,949.80","2,949.80",0.02%
9,9,2013,2979.45,"2,979.45","2,979.45","2,979.45",1.01%
10,9,2013,3001.36,"3,001.36","3,001.36","3,001.36",0.74%
11,9,2013,3010.94,"3,010.94","3,010.94","3,010.94",0.32%
12,9,2013,3001.62,"3,001.62","3,001.62","3,001.62",-0.31%
13,9,2013,3009.79,"3,009.79","3,009.79","3,009.79",0.27%
16,9,2013,3026.94,"3,026.94","3,026.94","3,026.94",0.57%
17,9,2013,3039.75,"3,039.75","3,039.75","3,039.75",0.42%
18,9,2013,3076.81,"3,076.81","3,076.81","3,076.81",1.22%
19,9,2013,3071.61,"3,071.61","3,071.61","3,071.61",-0.17%
20,9,2013,3049.47,"3,049.47","3,049.47","3,049.47",-0.72%
23,9,2013,3035.09,"3,035.09","3,035.09","3,035.09",-0.47%
24,9,2013,3027.52,"3,027.52","3,027.52","3,027.52",-0.25%
25,9,2013,3019.31,"3,019.31","3,019.31","3,019.31",-0.27%
26,9,2013,3030.41,"3,030.41","3,030.41","3,030.41",0.37%
27,9,2013,3018.24,"3,018.24","3,018.24","3,018.24",-0.40%
30,9,2013,3000.18,"3,000.18","3,000.18","3,000.18",-0.60%
1,10,2013,3024.38,"3,024.38","3,024.38","3,024.38",0.81%
2,10,2013,3022.95,"3,022.95","3,022.95","3,022.95",-0.05%
3,10,2013,2995.81,"2,995.81","2,995.81","2,995.81",-0.90%
4,10,2013,3017.05,"3,017.05","3,017.05","3,017.05",0.71%
7,10,2013,2991.39,"2,991.39","2,991.39","2,991.39",-0.85%
8,10,2013,2955.41,"2,955.41","2,955.41","2,955.41",-1.20%
9,10,2013,2957.4,"2,957.40","2,957.40","2,957.40",0.07%
10,10,2013,3022.43,"3,022.43","3,022.43","3,022.43",2.20%
11,10,2013,3041.43,"3,041.43","3,041.43","3,041.43",0.63%
14,10,2013,3053.84,"3,053.84","3,053.84","3,053.84",0.41%
15,10,2013,3032.27,"3,032.27","3,032.27","3,032.27",-0.71%
16,10,2013,3074.54,"3,074.54","3,074.54","3,074.54",1.39%
17,10,2013,3095.42,"3,095.42","3,095.42","3,095.42",0.68%
18,10,2013,3115.77,"3,115.77","3,115.77","3,115.77",0.66%
21,10,2013,3116.09,"3,116.09","3,116.09","3,116.09",0.01%
22,10,2013,3133.98,"3,133.98","3,133.98","3,133.98",0.57%
23,10,2013,3119.2,"3,119.20","3,119.20","3,119.20",-0.47%
